timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,velocity,latitude,longitude,altitude
0,0.14703890018681098,0.04000895067071214,0.42756774924998087,0.05273578447311903,-0.009738488314102409,-0.05783368144146044,4.255037224162496,-7.48068211184237,102.68833575421223,-5.885500258415497
1,0.10464560338850543,0.6121856947125994,0.4141459193530109,0.0290374752819064,-0.032763265617519514,0.00222528244033795,4.080798894463856,54.41066485041611,-0.25604569791545373,0.5203182692903698
2,0.23686287405475984,0.5710499935518207,0.658342517809779,-0.07975663241621876,0.0038234601844123815,-0.05602275978717498,4.285799344666555,-52.43841184695946,-83.01768093761068,2.904559931331937
3,0.03484896228024481,0.1736824055205769,0.36672235011383103,0.009056610473867696,-0.065418573476324,0.02479641547045436,4.394154085659588,0.15731406832301786,-55.91403786080576,2.3894487297889624
4,0.620730333543687,0.22419314569248117,0.13501002022362926,0.00127613153918923,0.06381419522543094,0.020069470185584706,4.604691100508204,53.18070500891625,-38.17446875387611,-1.9821873407876076
5,-0.08550134941219195,0.483611899979273,0.12981801678977153,-0.04387788780636308,0.011163162677343817,-0.020472285849891428,5.672781047208502,-56.6491885970604,121.92764280323775,-2.471574913479255
6,0.48339635623280686,0.4811092539503629,0.11632383286785,-0.035968486716381885,-0.07578939585414714,0.042777531715491285,9.280646150202015,-89.56016768947015,-37.42321446104006,-0.5851026600295897
7,0.16377467287166309,0.2127225705432969,0.5277333961285852,0.06357681202636356,-0.055830980974048906,-0.0739136990107792,5.470406235524502,76.31062981112163,49.17999473517742,0.12582352010844977
8,0.3922737020117172,0.3185991110505388,0.6811006129441922,-0.023342291939689345,0.12493151540376553,0.0023095641029218,6.592817679477746,84.9791971796808,171.9936447413735,0.22795608637794745
9,0.13041270741014574,0.13924561361679372,0.13010938480713582,-0.028099883573519436,-0.0016672961745520872,0.003564143266270901,5.485026175841627,1.6697119875847903,14.793373939172625,0.7551110913409294
10,0.10742815729492325,0.12651092759432983,0.5354223347298582,0.01955842123656691,-0.031409153981919305,0.039133645662696115,4.939777772532933,-75.09257365644554,94.24265385645242,0.7314038344415499
11,0.20788958101390737,0.5650712324538923,0.2541120556840716,0.12027935023992875,-0.015929183490717074,0.02015548967528213,5.052469793476718,-51.54595032018594,112.22671386700694,5.667580884221421
12,0.37531115465920817,0.09483152411758747,0.06018668288404713,0.0628524510511035,0.04738089665276618,0.03558114945006496,5.577525499972867,-29.79370051238847,-143.54130910374184,1.7279927081847213
13,0.22161602046623324,0.40071345933548974,0.2856760450641196,-0.07274706127037747,0.027155042087979243,0.03509889274598976,7.329366507281801,38.53596248558716,164.29329527157358,-1.689355561814727
14,0.4462329151306428,0.1137189844591883,0.48018947427319114,0.07562942137700529,-0.006682976203880165,-0.02352415251477852,3.5609712021471074,-84.63519157877043,-115.97761417130921,2.8853398653151547
15,0.39800614196779327,0.016593802652113687,0.29074685960134083,-0.0005909243422048838,-0.07011572474172716,0.00881338676804722,5.422350629802054,-63.177734750312965,34.68260103333154,-1.9481272854734693
16,0.46657564822302655,0.18508091126139892,-0.0073685707122579935,0.05715834470112601,0.06519670708077738,0.025007126184426038,3.999021580956991,31.564594583189887,119.1328958575242,3.4393723824126914
17,0.17736390372518923,0.3223317496725942,0.6120796840136902,0.0007396176899920167,0.0031129361520324437,0.01556823386036222,4.408279575305127,33.61802263444456,-82.04105714989491,1.6472955594550833
18,0.17235737778351615,0.4633485400536071,0.04052854821742924,0.012113222204810432,0.016700897927684474,-0.030020769264541843,5.251465998993545,-14.674772698470761,126.754645118719,-1.9427504464303573
19,0.2953126508982792,0.26299847051092434,-0.06932079469114183,-0.04718722449110655,0.01475312358101201,0.0812185560035707,10.406534397372944,-18.7100596047798,74.64449443416149,0.047360305009982104
20,0.5861209524143022,0.4561315834536518,0.4071706944986984,-0.04608385479863141,0.05983498761536189,0.011320970078281596,4.93731069503372,66.11917947053746,148.05166946514538,0.9738803839589402
21,0.306400230943954,0.17500165240262133,0.47401530427082605,0.021933472010568684,-0.07080762104923848,-0.01638249697539338,3.618014410600955,-77.84204669313036,-82.17437307359687,-2.0418802518011256
22,0.09467318835923882,0.3713840798678547,0.20398978456945155,0.030698587668065686,-0.015849882037772905,0.0206088627642581,8.382267018085319,-58.17784956454183,46.98033590092936,4.601901719754863
23,0.12543378110001638,0.10090438773008065,0.30935915690692667,0.01159851405548624,0.043556734563482434,-0.011869920511775205,6.71021832034938,83.45753138992919,-154.1948110017808,2.0175396979152045
24,0.46753952818121974,0.46711313524773956,0.2743880379547313,-0.0884655280928109,-0.07370825342750782,0.04979704897370049,4.524890335252005,16.391479331847023,100.91714192529088,-0.5144909079149051
25,0.16927777587552392,0.567461144001679,0.4012105682086456,-0.013110002147397139,0.03499563958369188,-0.08827953762420906,7.638436047496223,37.22668678346285,67.91084067972264,3.5809259229106827
26,-0.06968615663124839,0.4648369377440332,0.1848495598672675,0.014761186468843546,0.009586258143268338,0.07106557139445455,4.632144071579269,-69.51540940984675,-72.52531958083303,-1.4699479282660954
27,0.137073265030139,0.23685109962405743,0.07386207529998592,0.08394643352834943,-0.019995908128864707,-0.028105756509356025,5.463342779255498,-22.491353816618883,-177.16752564205825,5.968557671016959
28,0.34284965889775076,0.837806668691861,0.20937059746366551,-0.03645857431007368,-0.028793351920822503,-0.042410048199576174,0.17997812627520382,85.4842914593147,124.31823448113283,-0.1535985878143512
29,0.24684502337038744,0.5568702505836394,0.36413048174530926,-0.11040921598511147,0.023038978599068075,0.007515589855358176,5.24726984424152,-49.26056765150248,49.3972877473642,0.6114018675729475
30,-0.05687513684854595,0.3141172549198005,0.5792919728663993,0.03437675284602599,0.0007386296748934539,3.6388523066638557e-06,3.827272801917929,33.54742927403517,36.314122405313896,-4.7165380994453106
31,0.23850957649325452,0.33460284509372235,0.15851814376597925,-0.0024343648980106308,0.042871982920457435,-0.09536585848688856,7.097257344940534,19.543935608745457,-131.2264482705836,-0.8935947454239448
32,0.4575596080111447,0.3143884777868178,0.3899122398070513,-0.0766119584948426,0.07475366024297243,0.03777982725072229,5.467363505805369,55.713850941041244,100.02118313629273,-2.7231216328294714
33,0.0883524593070035,-0.12313990945102493,0.09764964385911365,0.09526872341851364,0.09445414323913189,-0.006098151337928463,7.224811042785344,66.53183565893264,-171.1451076863665,0.3984020684434418
