timestamp,accel_x,velocity,gyro_z,quality
80.10000000000001,-1.0738159875862765,54.08407099634375,0.2674772362997412,-1
19.0,1.8028777480235425,48.03460331358196,-0.2429179778381746,-1
81.7,-1.050680215005364,34.73235263681437,0.0621498801772232,-1
25.1,0.1926809392568416,57.20922630132656,-0.0060798560229623,1
50.5,-0.1460145714490701,54.75081615110382,-0.0978833576804302,0
11.7,-0.8658070819687084,53.68294581485935,0.0461292250553919,-1
41.1,-0.449847652980572,81.36599621540812,-0.2510737570423525,-1
11.3,-0.2872616192849967,54.8280220965664,0.016943115824025,0
40.8,0.0700977465906419,58.64360622116196,0.010221367177025,1
57.900000000000006,0.0799874203900286,62.63578841451741,-0.0386622669908328,0
25.4,0.1698050527114447,70.06371064193469,0.0383559791109105,0
5.2,0.3635313794067673,59.11043862921776,-0.0147094828218204,1
64.4,-0.0594674624028571,55.99180289546016,-0.0590426337863649,1
76.3,0.082600208786278,64.61643892715117,-0.3540469470841332,-1
77.60000000000001,-0.4771347445545489,59.84790012277949,-0.1048937178061835,0
90.0,-0.0392044356978015,61.3858987430237,-0.0416796169980075,1
7.300000000000001,0.7600808261847877,59.03830541420264,-0.3063430908823905,-1
47.2,-0.1246056678046463,60.21259328573636,-0.0409031133016294,1
73.8,0.8109000090495881,55.84955161131519,-0.002591672081853,0
54.6,0.5021045821747933,60.49845085039891,-0.1093515021239283,0
4.4,0.0161663902688686,57.57493384245571,-0.0049647195760772,1
28.9,0.0019962466913318,60.806782015031885,0.0067975105139293,1
91.2,-0.2094206288065647,60.96260095271534,-0.019824803154033,1
8.3,-0.3853348436331049,54.517264070485616,-0.0240484663057744,0
36.0,0.514857544221506,71.5094794517523,-0.1000482402621225,-1
89.5,0.2356216239960826,62.82183991726708,-0.1865059927225988,0
60.3,0.2253377439409521,55.23286928189611,-0.1871568939590941,0
22.6,1.0494758557667865,53.47761772321422,0.0469077240216261,-1
29.6,-0.0973314408170055,59.69649370728032,0.0627068379399843,1
24.1,1.6038166122651627,66.73240713796507,-0.2680038660421789,-1
0.5,0.0988122373268815,47.39078200342389,0.2701740272247279,-1
66.5,0.3020949557538136,44.84206263774141,0.1177366969384992,-1
74.60000000000001,-0.0503297484584957,59.02948233951329,0.0869081346254628,1
85.10000000000001,0.3749263307453327,65.50275691262709,-0.16571493121593,0
29.1,-0.1367855068422871,58.9877907148529,-0.0022043656475243,1
78.10000000000001,0.2706746390035547,58.720549651220935,0.0893085751201354,1
14.4,0.2564579016687059,64.1604565428245,0.1723168839519444,0
32.2,0.2638380654940344,58.95508880292085,0.0499255418654734,1
29.8,-0.1837266167737715,58.30159197744693,-0.0357640331586852,1
29.8,0.4259910569250916,67.57270961388271,-0.1746195912767362,-1
19.4,-0.2613724894056428,59.45356113528068,0.0221663300574881,1
6.300000000000001,-0.0393744613081084,61.035534789658605,-0.0793623544677212,1
39.3,-0.3440600118385595,59.786607125162455,0.022023046836676,1
72.7,-0.0360791106418566,57.25991310904411,0.0447858673243461,1
58.3,0.0058269124369339,54.91150908804303,-0.0565106004905281,-1
54.7,0.2988211090441836,72.07297333278845,-0.126676405196135,-1
42.5,0.4154818942335074,59.98057627617383,0.1952235236359873,0
1.4,0.0171745889410387,61.15758515500242,-0.0128083337251532,1
56.7,-0.0494802404927759,53.71756694774923,0.0244588916300713,0
60.0,-1.1870909334052178,55.81710420788456,-0.0108014433125473,-1
9.0,-1.46598566286527,69.53531017720772,-0.1521013533204424,-1
11.1,-0.2340706608610864,57.11774107731712,-0.0259773752968538,0
20.3,0.236737612142305,55.948005458269314,0.024952691133457,1
41.8,-0.0618931324117511,65.61790931460392,-0.1530953766115795,0
15.2,-0.2241508537841148,63.55669594266516,-0.0461451943593774,1
90.1,-0.8185798185736305,66.21477428695947,0.0276263169076432,0
35.9,3.5534162486461054,68.93848386220786,0.1608138292862664,-1
77.2,-0.0195039754300772,56.28983665987677,0.0384866582437525,1
67.8,0.2521719454787976,60.80753545275915,0.003966734927783,0
0.1,1.1060748765039925,50.43878619649951,-0.0735302299428126,-1
71.8,-0.0567706560630376,59.05112427304057,-0.0317422019228268,1
61.2,0.1713326360546252,62.29359997078047,-0.0270491716375402,1
84.2,0.4478619171403463,61.74584236866495,0.0194504765502372,1
26.6,-0.1560567704980162,61.48773175321477,-0.0553901008340083,1
5.1000000000000005,-0.0311312632656291,59.185847966203056,0.0085038744854522,1
19.5,1.353954054696516,63.13984297836322,0.0265949434478615,-1
27.0,0.7375030047169026,66.74847135476129,-0.0259522539598552,-1
49.1,-0.2885506221206407,65.44172049271448,-0.1310402519421674,-1
58.2,-0.2362388873835346,71.55329008456842,0.0702253685848779,-1
52.1,0.0565188609201418,59.74676849777523,0.0719462239590079,1
69.4,-0.7863745437229444,54.35395488934921,-0.1076580180935055,-1
66.3,-0.1099068601263318,57.13274301985607,0.0098293697379429,0
74.8,0.420926404987766,55.7007419702837,0.0602315875325149,0
92.1,-0.1084382609258863,67.39186906216275,-0.1774457906960601,-1
10.2,-0.3574521358730725,58.63911060494718,0.0312136998772871,1
69.5,-0.1054984125280701,59.615600315413324,-0.0715101339076237,1
33.2,-0.8110061153739904,66.62606045178786,-0.0987543166839429,0
72.4,0.6264277239628172,69.0667562212173,0.2167640846914761,0
27.200000000000003,0.4322178154421179,57.34669092219861,-0.118579825021319,0
48.2,-0.3292780481312545,63.03217807507511,-0.116982991771107,0
84.2,-0.6376160852980265,62.95862886375247,0.1662116696379172,-1
83.0,0.9404534407167248,75.92275710518555,-0.2717155717231474,-1
79.4,0.1317306335777626,58.38671749237167,0.0506560808898369,1
82.0,1.1886297495678138,55.25152302078051,-0.0749953657879107,-1
0.1,0.3326008087252313,69.13259589309558,-0.0394239880809509,0
14.4,0.1675210677085174,59.69310345521916,-0.0443845887189496,1
52.5,0.4861263537180284,64.6010512106175,0.1843235627890594,0
33.0,-0.4196278714049514,46.08152063685798,-0.1616200622844289,-1
47.7,0.4627016897076355,60.46230402533203,0.1275146053331056,0
88.10000000000001,-0.5731914162606928,52.10647056485449,-0.0735261102383844,0
32.1,-0.2505419618561226,63.17550190647896,-0.0508368146348306,1
26.1,-0.5898668349712483,52.974289154167,-0.1951015781376,-1
41.400000000000006,-0.1649245163440541,59.136216725475926,-0.1381054182270655,0
26.9,1.447285609566946,57.26315514227955,0.6239712139651697,-1
76.0,1.3098558189419691,57.17264414301107,-0.0547314490941509,-1
41.6,-0.1212993517743574,61.30253256981004,0.0278370213246294,1
63.1,0.3048617587709938,56.19109554867028,-0.0973902965431753,0
29.1,-0.3237825032624936,66.98795283718064,-0.0668836546311595,0
17.400000000000002,-0.0808035894475636,56.91644461699296,-0.0244657661539286,1
72.5,-0.057745186048785,62.397240962261215,0.2038636476987038,-1
17.5,0.1560227524703502,59.09900440982161,-0.1501037197001131,0
4.5,-0.001258312059167,59.74293667644599,0.0610225886374797,1
68.5,0.0194082907346162,60.0319801206363,0.0163784009315095,1
60.7,1.0902082330606424,46.47736879708195,0.0775124795399932,-1
23.1,0.7141419948770171,68.44159278607289,-0.0291603456762118,-1
86.2,0.0530792921531854,62.67479016853154,0.0280201537954449,1
96.5,0.3994694788616609,63.28028905635481,-0.147877973359029,-1
33.1,0.0354887084563701,60.5359983829856,0.032074377831825,1
9.3,-0.2403429413492514,62.97467145227092,0.0177132560664241,1
64.10000000000001,-1.142651303857233,57.98308448610676,0.264859018138066,-1
98.6,0.6188242422458451,55.07801194835444,-0.0889322922910014,0
50.6,-0.2491501986525344,55.93827750669085,0.0264648308606494,1
90.9,0.3253648930048572,64.5328399635206,-0.0639672483043655,0
4.5,0.4010115666769428,60.7414957061314,-0.1588771216080399,0
49.5,0.1757181691714725,56.48814140585736,-0.0140062034671603,1
13.2,0.3890685213979962,60.87307651859575,-0.0476530906240697,0
0.0,-0.1039517578368278,59.747910826705386,0.0737088392385077,1
31.4,0.1255920551759156,63.05819275987542,0.02812774310248,1
27.200000000000003,-0.3780735501042405,59.311792478731846,0.1571405014109526,-1
94.1,0.8932063510935907,64.52502391195468,0.0487967711504892,-1
96.7,0.3311515192513368,63.084605959092485,-0.132874624315866,0
31.6,0.582617105580111,55.32013501274686,0.0197079901137191,-1
75.5,0.0866785647279261,60.14137566908222,0.0435319053615691,1
77.0,-0.1611199264991895,71.55547923566579,-0.5292926200639572,-1
20.0,-0.8127343507686141,57.4664648633313,0.1164183446822584,-1
17.400000000000002,-0.4654263738451977,56.83751428403976,-0.1432480015366413,0
99.1,-1.3769643985079918,58.73728815057365,0.0808102081223639,-1
87.9,0.1225499423737305,62.10572158146627,0.0565908876511389,1
76.5,0.0686819892722634,61.38916761824691,0.017536555880009,1
92.7,-0.5788637184912644,60.6618075179534,0.0420990206046431,1
37.7,-0.17411474381254,59.99767270793002,-0.101967381271676,0
37.4,0.9766148697966948,49.52927300964455,0.052754515032972,-1
81.4,-0.0084056862619243,65.62985306142014,-0.1271754158817792,-1
79.80000000000001,-0.0638069728228928,69.22974031321301,-0.1081558363819911,-1
92.9,0.1803264099758607,59.81731960971804,-0.0472124150835609,1
43.6,0.1696504176916388,58.084327629660514,-0.0535737054350977,1
19.6,0.113515427850561,60.00505388905999,-0.0044798520637693,1
76.2,-0.0882814396823075,35.49553236434173,-0.2571596440752275,-1
6.4,-0.0345237761925415,57.919282058463125,0.1531834270826786,-1
34.2,-0.3227030875280246,55.99861381947995,0.0441214028222013,0
