timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,velocity,latitude,longitude,altitude
0,-0.07199339730986752,-0.030135072870380444,0.07449407767094,0.0018980531983484837,0.0007350262378089404,0.01796898210425567,0.23090075013598743,61.849581936591136,-67.02155533206115,-9.038459819858653
1,-0.21146293197734473,-0.006644032920587752,0.021047486545568143,-0.0040623882471668565,-0.004320052651585242,0.005557575028503505,-0.7416278947522376,29.718954640043435,-115.27762278763778,9.431022478953135
2,0.08045914189382052,0.12701803050591906,0.09527145978129836,-0.0006779436689296658,0.0021081929174133094,-0.00563595213587091,0.15762983427304353,48.63758325328416,-87.74856277993457,17.396651025905083
3,0.0007712191635824102,-0.006537760870953785,-0.05939914611350407,0.004949320022815059,-0.005519335918829227,0.007821340395334954,0.4508249141693894,88.93061894873162,59.03732293967073,-9.767315542142068
4,0.07662834432089147,0.13477632844852286,-0.03582495438931529,0.0002033093703670034,0.0015558359393609104,0.00924397389406263,-0.3776860970770904,-14.794285687939777,110.09000132125283,-5.642481991290601
5,0.015104130624570184,0.036967191116732294,-0.0230503392457233,-0.0032448970662157517,-0.006809397680477668,-0.005436573758894336,0.214961444872405,85.20323091505901,-145.58104093521092,7.992413333912422
6,-0.09909494624506665,0.15777968382900875,-0.11040475574323104,-0.010631902412786035,0.012544155565492996,-0.020053167719137805,0.8945576704090418,65.07392180086345,78.44518430995237,-16.810406848178694
7,-0.0426773117300151,0.018617432914977985,-0.11900359076265235,-0.002630015549328494,0.002305189147095643,0.009411290295561583,0.13433540887321724,63.54650766431621,-174.0487007642997,-8.25578485729869
8,-0.0028635336682893498,0.09715653364260644,-0.1944715006082211,0.012505973669794676,0.0009556308715360651,0.001043058635361601,0.06807954454799617,27.470426070207182,-20.748936828600762,-12.902448314202994
9,-0.25557617852321285,-0.0707063078234098,0.12405675853933083,0.003465130709196051,-0.009260637554775894,-0.006099402019194554,0.8716535441040797,-47.37840723527479,-84.64061113082172,-15.798774051148182
10,0.032466427924281054,-0.16667337202694266,0.10513767889022979,0.007292376997034329,0.014728652233629166,0.0029085283933212077,0.868878009929653,67.05766055254318,100.79068101154894,-3.9707246640337726
11,-0.01625709031102224,-0.1218078448405035,-0.10394381596648744,0.0015686421489170231,-0.011408583147669165,-0.016339169514885045,-0.8528570219645705,-71.9554809629404,-1.1146808104182924,-3.288387574703436
12,-0.01978665757909358,0.10779231476973461,0.04123984106205558,-0.002151035578130682,-0.005337691274711769,0.0018999188922025029,0.7206033491287793,-29.871842033486786,-37.73076490388564,-3.480460942620764
13,-0.12141236880032254,-0.035202621477440375,-0.07515430073528366,0.003204908982005765,-0.015904668746611332,-0.001681179710177911,0.08671752599271323,-62.85099063656587,-84.43597547725868,-3.8518335794089054
14,-0.05467228869854146,0.05138965027948786,0.04778433005171287,-0.004477164092193149,0.009803037591168356,0.0033757054483303534,-0.6371661876364647,-19.568600185996033,-27.663576623293324,-5.8936401767785584
15,0.03784261622668716,0.09975568098211222,-0.12789384044203964,0.0023767368537691846,0.003041461499286738,0.012280380931796198,-0.4544727170797907,86.72174452237243,-33.93224445786308,8.605163453898294
16,-0.1476482985440055,-0.059645614150033735,-0.04000905294915327,0.00608744212126338,-0.009528021333651,-0.006137068859172527,-0.1864427017912506,24.88016013213604,-36.00358283658332,11.007918040157143
17,0.09526483620493284,0.0047561239437301514,-0.02513782665280001,0.0013924572817341715,-0.007502011387758838,-0.01906588697433379,0.0346812395617968,1.2909244828451705,147.2954203880609,-5.554127257650013
18,-0.028743638042062647,0.1229961980464499,-0.07727099417101843,0.024526718903297166,-6.440441649945366e-05,-0.00598305456269322,-0.5397292999358997,-63.587415227299545,173.601338650397,-9.057229795515328
19,-0.011736564175589326,-0.11954871797064344,-0.028733924410877305,-0.0023678221243714228,-0.0020070976074677087,-0.011249696387495742,-0.18203090344530215,-60.16593286009618,168.8723111654873,9.359138063499191
